	name	city	fulladdress	lat	long	location	cityalias	display_address	pincode	storemap_link	store_status
103623	Kalambagh Road	Muzaffarpur	Peter England Shworoom ,Situated at Khata no-Khesra no-672-(ka)(Kha)(Ga)(gha), 673, Kalambagh Road, Muzaffarpur ,Bihar - 842001.	26.114844	85.38154	26.114844,85.38154	Muzaffarpur	Peter England Shworoom ,Situated at Khata no-Khesra no-672-(ka)(Kha)(Ga)(gha), 673, Kalambagh Road, Muzaffarpur ,Bihar - 842001.	842001		
103653	Gokulam Galleria Mall	Kozhikode	Peter England Shworoom ,LGF- 006 ,Gokulam Galleria Mall, Situated at Mavoor Road, Near federal Tower, Arayidathupalam, Kozhikode, Kerala - 673016. 	11.25859	75.70308	11.25859,75.70308	Kozhikode	Peter England Shworoom ,LGF- 006 ,Gokulam Galleria Mall, Situated at Mavoor Road, Near federal Tower, Arayidathupalam, Kozhikode, Kerala - 673016. 	673016		
103499	LULU International Shopping Mall	Thiruvananthapuram	Peter England Showroom # E-17, First floor,LULU International Shopping Mall , 34/1000,NH47,Edappally Kochi , Kerala -682024.	8.514745	76.898427	8.514745,76.898427	Thiruvananthapuram	Peter England Showroom # E-17, First floor,LULU International Shopping Mall , 34/1000,NH47,Edappally Kochi , Kerala -682024.	682024		
103595	CMH Road, Bangalore	BANGALORE	Peter England Showroom,Situated at 514/A, Indiranagar 1st Stage, Chinmoy Mission Hospital Road. Bangalore -560038.	12.978229	77.643216	12.978229,77.643216	BANGALORE	Peter England Showroom,Situated at 514/A, Indiranagar 1st Stage, Chinmoy Mission Hospital Road. Bangalore -560038.	560038		
103621	New Thippasandra Main Road	BANGALORE	Peter England Shworoom ,Situated at Site no.1810, Ground & First Floor,at HAL 3rd Stage, Jeevanbheema Nagar, New Thippasandra Main Road, Bangalore - 560075.	12.972389	77.651131	12.972389,77.651131	BANGALORE	Peter England Shworoom ,Situated at Site no.1810, Ground & First Floor,at HAL 3rd Stage, Jeevanbheema Nagar, New Thippasandra Main Road, Bangalore - 560075.	560075		
103793	PE-Blue G&B Kids,Belgaum.	Belgaum	Peter England showroom,Property CTS no.1727, Sai Somnath Plaza,Shop no.1, Ground floor, Ramdev Galli, Belgaum , Karnataka - 590001.	15.8598	75.510239	15.8598,75.510239	Belgaum	Peter England showroom,Property CTS no.1727, Sai Somnath Plaza,Shop no.1, Ground floor, Ramdev Galli, Belgaum , Karnataka - 590001.	590001		
103616	Nahralganj	Nahralganj	Peter England Showroom, Situated at Opp. Rajdhani Petrol pump, Sector A, Naharlagun , Arunachal Pradesh - 791110.	27.107468	93.702433	27.107468,93.702433	Nahralganj	Peter England Showroom, Situated at Opp. Rajdhani Petrol pump, Sector A, Naharlagun , Arunachal Pradesh - 791110.	791110		
101490	URBAN MALL HUBLI	Hubli	Peter England Showroom, G 24 & 2, CTC No. 4784, Gokul Road, Hubli - 580030.	152103.7	750651.4	152103.7,750651.4	Hubli	Peter England Showroom, G 24 & 2, CTC No. 4784, Gokul Road, Hubli - 580030.	580030		
103829	Prozone Mall	Auragabad	Peter England Showroom Prozone Mall, S.No.F26, Plot no.P/80, API Compound, Airport Road, MIDC Chikalthana, Aurangabad - 431003.	19.87715	75.37202	19.87715,75.37202	Auragabad	Peter England Showroom Prozone Mall, S.No.F26, Plot no.P/80, API Compound, Airport Road, MIDC Chikalthana, Aurangabad - 431003.	431003		
102405	PE-RED - Dindigul	Dindigul	Door #14 New Agraharam,Palani Road, Dindigul, Tamil Nadu 624001	10.36658	77.97678	10.36658,77.97678	Dindigul	Door #14 New Agraharam,Palani Road, Dindigul, Tamil Nadu 624001	624001		
103162	PE-RED - Thiruvallur	Thiruvallur	 501,J N Road,near V M Nagar, Thiruvallur 602001	13.13728	79.90435	13.13728,79.90435	Thiruvallur	 501,J N Road,near V M Nagar, Thiruvallur 602001	602001		
103454	PE-RED - Udumalaipettai	Udumalaipettai	#261,Palani Road, Udumalaipettai, Tirupur 642126	10.58769	77.24744	10.58769,77.24744	Udumalaipettai	#261,Palani Road, Udumalaipettai, Tirupur 642126	642126		
102430	PE-RED - Sankarankoil	Sankarankoil	#38/2,North Car street, Tirunelveli, Sankarankoil 627756	9.17187	77.53458	9.17187,77.53458	Sankarankoil	#38/2,North Car street, Tirunelveli, Sankarankoil 627756	627756		
102428	PE-RED - Modinagar	Modinagar	Shop No.15,16, K N Modi Complex, Modinagar, Ghaziabad 201204	28.83394	77.57523	28.83394,77.57523	Modinagar	Shop No.15,16, K N Modi Complex, Modinagar, Ghaziabad 201204	201204		
103387	PE-RED - Piliphit	Piliphit	Shop No-289, City Market, Chawla Choraha, Station Road, Pilibhit 262201	28.17783	80.91599	28.17783,80.91599	Piliphit	Shop No-289, City Market, Chawla Choraha, Station Road, Pilibhit 262201	262201		
102420	PE-RED - Rampur	Rampur	C/o Mahboob Ahmad, Shaukat Ali Road, Elahi Bagh, Near Bank Of Baroda, Rampur 244901	28.7960858	79.0223565	28.7960858,79.0223565	Rampur	C/o Mahboob Ahmad, Shaukat Ali Road, Elahi Bagh, Near Bank Of Baroda, Rampur 244901	244901		
102434	PE-RED - Palani	Palani	# 14/1 B, R.F.Road, Palani 624601	10.4874204	77.5223808	10.4874204,77.5223808	Palani	# 14/1 B, R.F.Road, Palani 624601	624601		
103365	PE-RED - Chandausi	Chandausi	C/o Manish Kumar, Near Kumar Photostate, station road, Chandausi, Uttar Pradesh, Pin-244412	28.77475	77.50452	28.77475,77.50452	Chandausi	C/o Manish Kumar, Near Kumar Photostate, station road, Chandausi, Uttar Pradesh, Pin-244412	244412		
102435	PE-RED - Washim	Washim	#33,N.P.Shopping Complex, Patni Chowk, Washim 444505	20.110096	77.130594	20.110096,77.130594	Washim	#33,N.P.Shopping Complex, Patni Chowk, Washim 444505	444505		
103339	PE-RED - Dhampur	Dhampur	No-72, Kalagarh Road, Bijnor, Dhampur 246761	27.2046	77.4977	27.2046,77.4977	Dhampur	No-72, Kalagarh Road, Bijnor, Dhampur 246761	246761		
103400	PE-RED - Khatima	Khatima	Shop No-57, Rudrapur Road, Opp. Bazar Chauki,Khatima, Udham Singh Nagar-262308	28.91065	79.51411	28.91065,79.51411	Khatima	Shop No-57, Rudrapur Road, Opp. Bazar Chauki,Khatima, Udham Singh Nagar-262308	262308		
102448	PE-RED - Sambhal	Sambhal	C/O Ravi Saran Gupta, Arya Samaj Gali, Near HDFC Bank, Sambhal 244302	29.28003	77.73263	29.28003,77.73263	Sambhal	C/O Ravi Saran Gupta, Arya Samaj Gali, Near HDFC Bank, Sambhal 244302	244302		
103363	PE-RED - Sitarganj	Sitarganj	C/O Jagpal Singh,Kichchha Road, Near Andhra Bank, Sitarganj, Udham Singh Nagar-262405	28.924775	79.700722	28.924775,79.700722	Sitarganj	C/O Jagpal Singh,Kichchha Road, Near Andhra Bank, Sitarganj, Udham Singh Nagar-262405	262405		
102445	PE-RED - Perundurai	Perundurai	# 329,Erode road, Police Station Road Bus Stop, Perundurai - 638052	11.27849	77.58746	11.27849,77.58746	Perundurai	# 329,Erode road, Police Station Road Bus Stop, Perundurai - 638052	638052		
102457	PE-RED - Badlapur-Maharashtra	Badlapur-Maharashtra	Shop no. 11,A-Wing, Vikas Galaxy,Kulgaon, Thane, Badlapur 421503	19.1659	73.243963	19.1659,73.243963	Badlapur-Maharashtra	Shop no. 11,A-Wing, Vikas Galaxy,Kulgaon, Thane, Badlapur 421503	421503		
103391	PE-RED - Gadarpur	Gadarpur	Ward No 10, Main MKT, Opposite Sawant Fruits, Udham Singh Nagar, Gadarupur 263152, Uttarakhand	28.83814	78.24103	28.83814,78.24103	Gadarpur	Ward No 10, Main MKT, Opposite Sawant Fruits, Udham Singh Nagar, Gadarupur 263152, Uttarakhand	263152		
102455	PE-RED - Nandurbar	Nandurbar	1001 / A, Ghee Bazar, Nanduarbar 425412	21.366226	74.24108	21.366226,74.24108	Nandurbar	1001 / A, Ghee Bazar, Nanduarbar 425412	425412		
102466	PE-RED - Akluj	Akluj	Shop no. A4 & B2,Diamond PlazaPratap Singh Chowk, Bypass Road, Solapur, Akluj-413101	17.8824° N	75.0205° E	17.8824° N,75.0205° E	Akluj	Shop no. A4 & B2,Diamond PlazaPratap Singh Chowk, Bypass Road, Solapur, Akluj-413101	413101		
102467	PE-RED - Gobichettipalayam	Gobichettipalayam	# 49 D2 Jawaharlal Nehru St,Erode Main Road, Karattur,Gobichettipalayam - 638476	11.26916	77.79787	11.26916,77.79787	Gobichettipalayam	# 49 D2 Jawaharlal Nehru St,Erode Main Road, Karattur,Gobichettipalayam - 638476	638476		
102472	PE-RED - Avadi	Avadi	No.398, (old No.577), Vilinjampakkam Village, Gandhinagar, CTH Road, Avadi, Chennai 600054	13.15053	80.0925	13.15053,80.0925	Avadi	No.398, (old No.577), Vilinjampakkam Village, Gandhinagar, CTH Road, Avadi, Chennai 600054	600054		
102478	PE-RED - Kallakurichi	Kallakurichi	Door no. 52A/2A,Durugam road, Villupuram, Kallakurichi-606202	1173719	78967968	11,73,71,97,89,67,968	Kallakurichi	Door no. 52A/2A,Durugam road, Villupuram, Kallakurichi-606202	606202		
102491	PE-RED - Ambur	Ambur	Door no.55,M.C. Road, Vellore, Ambur-635802	12.781488	78.7233	12.781488,78.7233	Ambur	Door no.55,M.C. Road, Vellore, Ambur-635802	635802		
102496	PE-RED - Karur	Karur	#240 Vespa Showroom,Thirukampuliyur , LNS-Post, Covai Road, Karur - 639002	10.96352397	78.05904177	10.9635239713138,78.0590417664663	Karur	#240 Vespa Showroom,Thirukampuliyur , LNS-Post, Covai Road, Karur - 639002	639002		
102500	PE-RED - Ranipet	Ranipet	123/1,MBT Road,  Ranipet- 632401	12.931242	79.336858	12.931242,79.336858	Ranipet	123/1,MBT Road,  Ranipet- 632401	632401		
103178	PE-RED - Muradnagar	Muradnagar	H.no.364,Kasba Road,Agarsen Market, Near Bank Of Baroda, Muradnagar Dist.Ghaziabad - 201206	28.770374	77.498878	28.770374,77.498878	Muradnagar	H.no.364,Kasba Road,Agarsen Market, Near Bank Of Baroda, Muradnagar Dist.Ghaziabad - 201206	201206		
102044	PE-RED - Attur	Attur	1109/419/1, Salem Cuddalore Main Road, Attur - 636102	11.60005	78.59431	11.60005,78.59431	Attur	1109/419/1, Salem Cuddalore Main Road, Attur - 636102	636102		
103666	PE-RED - Chakan	Chakan	Shop no. 3,Jadhav Commercial Centre, Shikarapur, Main Chowk-410501	18.754218	73.861909	18.754218,73.861909	Chakan	Shop no. 3,Jadhav Commercial Centre, Shikarapur, Main Chowk-410501	410501		
102502	PE-RED - Palladam	Palladam	56A Trichy Main Road, Naranapuram Village, Tirupur, Palladam, Tamilnadu - 641664	10.99549	77.28957	10.99549,77.28957	Palladam	56A Trichy Main Road, Naranapuram Village, Tirupur, Palladam, Tamilnadu - 641664	641664		
102505	PE-RED - Sivagangai	Sivagangai	74/113, Melaratha Veethi, Madurai Mukku, Sivagangai, Tamil Nadu - 630561	9.848653692	78.48329829	9.84865369183003,78.483298288375	Sivagangai	74/113, Melaratha Veethi, Madurai Mukku, Sivagangai, Tamil Nadu - 630561	630561		
102499	PE-RED - Deoband	Deoband	Peter England, #742/1,Lahaswara,Majnuwala Road, Deoband, Dist-Saharanpur-247554	29.68676	77.6787	29.68676,77.6787	Deoband	Peter England, #742/1,Lahaswara,Majnuwala Road, Deoband, Dist-Saharanpur-247554	247554		
102528	PE-RED - Tirupattur	Tirupattur	 No.82, Kallarai Medu, Vaniyambadi Main Raod, Vellore, Tirupattur, Tamil Nadu - 635601	12.50806	78.56937	12.50806,78.56937	Tirupattur	 No.82, Kallarai Medu, Vaniyambadi Main Raod, Vellore, Tirupattur, Tamil Nadu - 635601	635601		
103457	PE-RED - Namakkal	Namakkal	Kumar Illam, No. 26, Paramathi Road, Namakkal - 637001	11.21899	78.16407	11.21899,78.16407	Namakkal	Kumar Illam, No. 26, Paramathi Road, Namakkal - 637001	637001		
103456	PE-RED - Mettupalayam	Mettupalayam	#140,Saran Vishnu Plaza, Karamadai Road, Mettupalayam - 641301	11.30166	76.9388	11.30166,76.9388	Mettupalayam	#140,Saran Vishnu Plaza, Karamadai Road, Mettupalayam - 641301	641301		
101339	PE-RED - Mayiladuthurai	Mayiladuthurai	No.175, Gandhiji Road, Mayiladuthurai - 609001	11.09995	79.64636	11.09995,79.64636	Mayiladuthurai	No.175, Gandhiji Road, Mayiladuthurai - 609001	609001		
102533	PE-RED - Kichha	Kichha	C/o Preetam Singh, Bareilly Road, Opp. Diwan Singh Kohli Banquet hall, Kichha, US Nagar Uttarakhand - 263148	28.91137	79.51546	28.91137,79.51546	Kichha	C/o Preetam Singh, Bareilly Road, Opp. Diwan Singh Kohli Banquet hall, Kichha, US Nagar Uttarakhand - 263148	263148		
102540	PE-RED - Paratwada	Paratwada	Sarvam Ventures, Civil lines,Opp sai plywood , Near SBI , Amaravati , Paratwada, Maharashtra-444805	21.301082	77.514561	21.301082,77.514561	Paratwada	Sarvam Ventures, Civil lines,Opp sai plywood , Near SBI , Amaravati , Paratwada, Maharashtra-444805	444805		
102543	PE-RED - Karaikkal	Karaikkal	Sri Lakshmi Enterprises, shop no.112, ward F,Block 13 Ground Floor, situated at 156,Bharathiyar street,  near Karaikkal ammaiyar Temple, Karaikkal-609602	10.92462	79.8324	10.92462,79.8324	Karaikkal	Sri Lakshmi Enterprises, shop no.112, ward F,Block 13 Ground Floor, situated at 156,Bharathiyar street,  near Karaikkal ammaiyar Temple, Karaikkal-609602	609602		
102550	PE-RED - Tiruvananamalai	Tiruvananamalai	Sri Lakshmi Enterprises, 32,Polur Road, Opp Ramakrishanaan Hotel, Tiruvananamalai, Tamil Nadu -  606601	12.24391	79.07673	12.24391,79.07673	Tiruvananamalai	Sri Lakshmi Enterprises, 32,Polur Road, Opp Ramakrishanaan Hotel, Tiruvananamalai, Tamil Nadu -  606601	606601		
102546	PE-RED - Malegaon	Malegaon	R S Fashion, Shop no. 2 Ground Floor,Satana Naka, Nashik,  Malegaon, Maharastra - 423203	20.552774	74.516769	20.552774,74.516769	Malegaon	R S Fashion, Shop no. 2 Ground Floor,Satana Naka, Nashik,  Malegaon, Maharastra - 423203	423203		
103384	PE-RED - Amroha	Amroha	C/o Nadeem Arshad, Mohalla Batwal,Bijnor road, Amroha, Uttar Pradesh -244221	28.90915	78.47812	28.90915,78.47812	Amroha	C/o Nadeem Arshad, Mohalla Batwal,Bijnor road, Amroha, Uttar Pradesh -244221	244221		
103172	PE-RED - Khatauli	Khatauli	C/o Dinesh jain,Roorki road,ghantaghar, Khatauli dist. Muzaffarnagar,Uttar Pradesh - 251201	29.28706	77.73728	29.28706,77.73728	Khatauli	C/o Dinesh jain,Roorki road,ghantaghar, Khatauli dist. Muzaffarnagar,Uttar Pradesh - 251201	251201		
102551	PE-RED - Tindivanam	Tindivanam	Sri Lakshmi Enterprises, 30 & 31, Father Arulappan Complex, Jayapuram,Marakanam Road , Tindivanam-604001	12.22196	79.65035	12.22196,79.65035	Tindivanam	Sri Lakshmi Enterprises, 30 & 31, Father Arulappan Complex, Jayapuram,Marakanam Road , Tindivanam-604001	604001		
102552	PE-RED - Phaltan	Phaltan	Ajit Enterprises, Ground Floor,Prajakta"3320/4, Ring Road, Satara, Phaltan, Maharashtra - 415523	17.9935° N	74.4304° E	17.9935° N,74.4304° E	Phaltan	Ajit Enterprises, Ground Floor,Prajakta"3320/4, Ring Road, Satara, Phaltan, Maharashtra - 415523	415523		
102557	PE-RED - Shrirampur	Shrirampur	Chaitanya Style House, Shop no.5&6,Suvidya Hights,Belapur Road,Infront of OZA Petrol Pump,Shrirampur,Dist.Ahmednagar,Shrirampur-413709	19.612695	74.656053	19.612695,74.656053	Shrirampur	Chaitanya Style House, Shop no.5&6,Suvidya Hights,Belapur Road,Infront of OZA Petrol Pump,Shrirampur,Dist.Ahmednagar,Shrirampur-413709	413709		
103699	PE-RED - Osmanabad	Osmanabad	Jai Hind Collection, PE -RED Showroom, 6/66 ,Main Road, Opposite to Canara Bank, Osmanabad-413501, Maharashtra	18.1853° N	76.0420° E	18.1853° N,76.0420° E	Osmanabad	Jai Hind Collection, PE -RED Showroom, 6/66 ,Main Road, Opposite to Canara Bank, Osmanabad-413501, Maharashtra	413501		
102556	PE-RED - Majalgaon	Majalgaon	Prashant Prabhakar Hoke, Mauli Complex, Near HDFC Bank,Gadhi Road, BEED, Majalgaon-431131, Maharashtra	19.1647° N	76.2045° E	19.1647° N,76.2045° E	Majalgaon	Prashant Prabhakar Hoke, Mauli Complex, Near HDFC Bank,Gadhi Road, BEED, Majalgaon-431131, Maharashtra	431131		
103636	PE-RED - Dadri	Dadri	KH. No. 756, GT Road Dadri, Near Central Bank of India, Dadri, Gautambudh Nagar, UP-203207	29.2898	77.47291	29.2898,77.47291	Dadri	KH. No. 756, GT Road Dadri, Near Central Bank of India, Dadri, Gautambudh Nagar, UP-203207	203207		
102562	PE-RED - Uruli Kanchan	Uruli Kanchan	Chaitanya Style House, Gat no.1003,R D Patil Building,Opp,Aditya Indian Gag Agency, Ashram road,Talhaveli,Urli Kanchan, Pune-412202, Maharashtra	18.48904	74.130629	18.48904,74.130629	Uruli Kanchan	Chaitanya Style House, Gat no.1003,R D Patil Building,Opp,Aditya Indian Gag Agency, Ashram road,Talhaveli,Urli Kanchan, Pune-412202, Maharashtra	412202		
102567	PE-RED - Shirur	Shirur	Chaitanya Style House, Shop no.4&5,Prajakta Pride, C T Bora Collage Road, Revenue Colony,Behind Civil Court, Pune,Maharashtra-412210	18.823414	74.375752	18.823414,74.375752	Shirur	Chaitanya Style House, Shop no.4&5,Prajakta Pride, C T Bora Collage Road, Revenue Colony,Behind Civil Court, Pune,Maharashtra-412210	412210		
103173	PE-RED - Gajraula	Gajraula	,Shop no.3 & 4 C/o Nek singh, Near police Station,Chandpur road Gajraula, Dist-Amroha, Uttar Pradesh-244235	28.83834	78.23818	28.83834,78.23818	Gajraula	,Shop no.3 & 4 C/o Nek singh, Near police Station,Chandpur road Gajraula, Dist-Amroha, Uttar Pradesh-244235	244235		
102573	PE-RED - Barshi	Barshi	Chaitanya Style House, Next to Chandmal Jewellers, 3325 Mahaveer Marg,Barshi, Solapur, Maharastra - 413401	18.2334° N	75.6941° E	18.2334° N,75.6941° E	Barshi	Chaitanya Style House, Next to Chandmal Jewellers, 3325 Mahaveer Marg,Barshi, Solapur, Maharastra - 413401	413401		
102559	PE-RED - Pollachi	Pollachi	Sri Angala Amman Enterprise, No.1234,New Scheme Road, Coimbatore, Pollachi, Tami Nadu, 642001	10.66211	77.01347	10.66211,77.01347	Pollachi	Sri Angala Amman Enterprise, No.1234,New Scheme Road, Coimbatore, Pollachi, Tami Nadu, 642001	642001		
102582	PE-RED - Fatehpur	Fatehpur	Tex India Lifestyle Retails,ITI Road,Verma Chauraha, Collector Ganj,Op Khadi India Store, Fatehpur, Uttar Pradesh-212601	25.92169864	80.81104894	25.921698641349,80.8110489393697	Fatehpur	Tex India Lifestyle Retails,ITI Road,Verma Chauraha, Collector Ganj,Op Khadi India Store, Fatehpur, Uttar Pradesh-212601	212601		
102581	PE-RED - Najibabad	Najibabad	Hobby Brothers, Waras Complex,Hardwar Road, Near Canara Nank, Bijnor, Najibabad,Uttar Pradesh - 246763	29.373663	78.090671	29.373663,78.090671	Najibabad	Hobby Brothers, Waras Complex,Hardwar Road, Near Canara Nank, Bijnor, Najibabad,Uttar Pradesh - 246763	246763		
102587	PE-RED - Avinashi	Avinashi	Aditya Ventures, Post Office Street, Kovai Main Road,Tirupur,  -641654, Avinashi,Tamil Nadu	11.18821	77.2733081	11.18821,77.2733081	Avinashi	Aditya Ventures, Post Office Street, Kovai Main Road,Tirupur,  -641654, Avinashi,Tamil Nadu	641654		
102600	PE-RED - Bhiwandi	Bhiwandi	Chaitanya Style House, Shop no.1,2 & 3,Trinetra Park, Opp Centrel Telaphone Exchange,Gauri pad, Thane, Bhiwandi, Maharastra-421302	19.293802,	 73.055832	19.293802,, 73.055832	Bhiwandi	Chaitanya Style House, Shop no.1,2 & 3,Trinetra Park, Opp Centrel Telaphone Exchange,Gauri pad, Thane, Bhiwandi, Maharastra-421302	421302		
102560	PE-RED - Mainpuri	Mainpuri	ARISEN ENTERPRISES, Maa Vaishno Mall & Resorts,Gopal Nagar, Shikohabad Bhogaon Marg, MAINPURI, Uttar Pradesh -205001	27.23599	79.02177	27.23599,79.02177	Mainpuri	ARISEN ENTERPRISES, Maa Vaishno Mall & Resorts,Gopal Nagar, Shikohabad Bhogaon Marg, MAINPURI, Uttar Pradesh -205001	205001		
102586	PE-RED - Rajapalayam	Rajapalayam	S.N.Life Style, Door No.280/3, 280/4, Tenkasi Road, Virudhu Nagar, Rajapalayam, Tamil Nadu-626117	9.45451	77.55484	9.45451,77.55484	Rajapalayam	S.N.Life Style, Door No.280/3, 280/4, Tenkasi Road, Virudhu Nagar, Rajapalayam, Tamil Nadu-626117	626117		
102611	PE-RED - Uran Islampur	Uran Islampur	Chaitanya Style House, S.No.70/A/1/1,Plot no.34, Behind ST Stand,Tal-walwa, Sangali, Uran Islampur-415409	17.0499° N	74.2652° E	17.0499° N,74.2652° E	Uran Islampur	Chaitanya Style House, S.No.70/A/1/1,Plot no.34, Behind ST Stand,Tal-walwa, Sangali, Uran Islampur-415409	415409		
102598	PE-RED - Khurja	Khurja	Perfect Lifestyle Private limited, NH Plaza,GT road, Opp, Bus Stand, Bulandshahr, Khurja, Uttar Pradesh - 203131	28.24963	77.85493	28.24963,77.85493	Khurja	Perfect Lifestyle Private limited, NH Plaza,GT road, Opp, Bus Stand, Bulandshahr, Khurja, Uttar Pradesh - 203131	203131		
102608	PE-RED - Dhar	Dhar	Sharaddha Apparels Pvt Ltd, Plot no.5 & 6, Near Royal Enfield Store,ward no-7, Magajpura Road,Trimurti nagar, Dhar, Madhya Pradesh-454001	22.6013° N	75.3025° E	22.6013° N,75.3025° E	Dhar	Sharaddha Apparels Pvt Ltd, Plot no.5 & 6, Near Royal Enfield Store,ward no-7, Magajpura Road,Trimurti nagar, Dhar, Madhya Pradesh-454001	454001		
102609	PE-RED - Baraut	Baraut	Infinity Lifestyle & Retail, Plot no.16/435,Mahavir Marriage Hall, Delhi-Shaharanpur Road, Baghpat, Baraut, Uttar Pradesh,250611	29.101501	77.254974	29.101501,77.254974	Baraut	Infinity Lifestyle & Retail, Plot no.16/435,Mahavir Marriage Hall, Delhi-Shaharanpur Road, Baghpat, Baraut, Uttar Pradesh,250611	250611		
102596	PE-RED - Gauriganj	Gauriganj	Tex India Lifestyle Retails,Shop no.2 Jamo Shopping Centre, Near Bank of Baroda,Amethi, Gauriganj,Uttar Pradesh- 227409	26.2116577	81.6938933	26.2116577,81.6938933	Gauriganj	Tex India Lifestyle Retails,Shop no.2 Jamo Shopping Centre, Near Bank of Baroda,Amethi, Gauriganj,Uttar Pradesh- 227409	227409		
102591	PE-RED - Gonda	Gonda	Tex India Lifestyle Retails, Shop no.1 Station Road,near Dukh Haran Nath Mandir,Gonda, Uttar Pradesh -271001	27.13801	81.96483	27.13801,81.96483	Gonda	Tex India Lifestyle Retails, Shop no.1 Station Road,near Dukh Haran Nath Mandir,Gonda, Uttar Pradesh -271001	271001		
102620	PE-RED - Hosur	Hosur	Santel, No.749 PT,15/H-15,Avalapali Hudco,TNHB Phase VI,Bagalur Road, Hosur, TamilNadu-635109	12.74286	77.83412	12.74286,77.83412	Hosur	Santel, No.749 PT,15/H-15,Avalapali Hudco,TNHB Phase VI,Bagalur Road, Hosur, TamilNadu-635109	635109		
102618	PE-RED - Machhali Shahar	Machhali Shahar	Perfect Lifestyle Private limited,Shop no.97,Shadiganj bypass,near Bus Stand,Allahabad Road,Jaunpur,Machhali Shahar,Uttar Pradesh-222143	25.78567	81.23624	25.78567,81.23624	Machhali Shahar	Perfect Lifestyle Private limited,Shop no.97,Shadiganj bypass,near Bus Stand,Allahabad Road,Jaunpur,Machhali Shahar,Uttar Pradesh-222143	222143		
102619	PE-RED - Hardoi	Hardoi	ARISEN Enterprises, 158,Ground Floor,Old Boarding House, Mahatama Gandhi Marg, Hardoi, Uttar Pradesh-241001	27.394108	80.124495	27.394108,80.124495	Hardoi	ARISEN Enterprises, 158,Ground Floor,Old Boarding House, Mahatama Gandhi Marg, Hardoi, Uttar Pradesh-241001	241001		
103315	PE-RED - Sikandrabad	Sikandrabad	Mohalla Chhasiawada, GT Road,Near Shahji Dairy,Bulandshahr,Sikandrabad,Uttar Pradesh-203205	28.45101	77.69581	28.45101,77.69581	Sikandrabad	Mohalla Chhasiawada, GT Road,Near Shahji Dairy,Bulandshahr,Sikandrabad,Uttar Pradesh-203205	203205		
102631	PE-RED - Red Hills	Red Hills	Sait Fashions, 187,G.N.T.Road, Red Hills, Chennai, Tamil Nadu-600052	13.192795	80.185088	13.192795,80.185088	Red Hills	Sait Fashions, 187,G.N.T.Road, Red Hills, Chennai, Tamil Nadu-600052	600052		
102645	PE-RED - Parbhani	Parbhani	Chaitanya Style House, Daulat Building Shivaji Chowk, Parbhani,Maharashtra - 431401	19.269882	76.770918	19.269882,76.770918	Parbhani	Chaitanya Style House, Daulat Building Shivaji Chowk, Parbhani,Maharashtra - 431401	431401		
102649	PE-RED - Mhow	Mhow	Shree Indubala, # 197,Sanghi Street, Mhow, Indore, Madhya Pradesh-453441	22.561439	75.763194	22.561439,75.763194	Mhow	Shree Indubala, # 197,Sanghi Street, Mhow, Indore, Madhya Pradesh-453441	453441		
102650	PE-RED - Badlapur	Badlapur	Perfect Lifestyle Private limited, 232, Bhaluwahi, Badlapur-Prayagraj Road, Jaunpur, Uttar Pradesh -222125	27.2046	77.4977	27.2046,77.4977	Badlapur	Perfect Lifestyle Private limited, 232, Bhaluwahi, Badlapur-Prayagraj Road, Jaunpur, Uttar Pradesh -222125	222125		
102658	PE-RED - Perambalur	Perambalur	Shop No. 1, Ground Floor, Perambalur - 621212	11.23818	78.87443	11.23818,78.87443	Perambalur	Shop No. 1, Ground Floor, Perambalur - 621212	621212		
103463	PE-RED - Tadipatri	Tadipatri	1/660-2-1,CPI Colony,Ward no.1, Kadapa Road,Near bus stand, Tadipatri – 515411	14.906879	78.0172315	14.906879,78.0172315	Tadipatri	1/660-2-1,CPI Colony,Ward no.1, Kadapa Road,Near bus stand, Tadipatri – 515411	515411		
102668	PE-RED - Etawah	Etawah	Tex India Lifestyle Retails, Shop no.759,Lower ground Floor,Harshnagar,Kacheri Road, Etawah, Uttar Pradesh-206001	26.780182	79.01797	26.780182,79.01797	Etawah	Tex India Lifestyle Retails, Shop no.759,Lower ground Floor,Harshnagar,Kacheri Road, Etawah, Uttar Pradesh-206001	206001		
102659	PE-RED - Mokama	Mokama	Shri Manish Kumar,Sakarwar Tola, Ward no.18, Mokama,Dist-Patna,Bihar – 803302	25.41032	85.921913	25.41032,85.921913	Mokama	Shri Manish Kumar,Sakarwar Tola, Ward no.18, Mokama,Dist-Patna,Bihar – 803302	803302		
102654	PE-RED - Dharapuram	Dharapuram	, 130-A3,Old Municipal Complex, Tirupur,Dharapuram , Tamil Nadu - 638656	10.73606	77.52619	10.73606,77.52619	Dharapuram	, 130-A3,Old Municipal Complex, Tirupur,Dharapuram , Tamil Nadu - 638656	638656		
102680	PE-RED - Pattukottai	Pattukottai	New VNS Complex, Shop NO.1 & 2, Sri Palaniyappan Street,Pattukottai, Thanjavur, Tamil Nadu -614602	10.42255	79.31696	10.42255,79.31696	Pattukottai	New VNS Complex, Shop NO.1 & 2, Sri Palaniyappan Street,Pattukottai, Thanjavur, Tamil Nadu -614602	614602		
